Pseudo ID,ZIPCODE,gender,Age,S1,S2,S3,S4,Academic Level
3e5afcd624,10665,male,20 < Age ≤ 30,15,20,14,9,M2
d93c6fe31c,89761,male,20 < Age ≤ 30,13,11,8,17,L3
c80211d3c8,95986,male,20 < Age ≤ 30,17,13,15,17,L2
8fba7d50ed,82884,male,20 < Age ≤ 30,17,9,18,16,L2
df12729715,74202,male,20 < Age ≤ 30,12,9,17,18,L2
f97419d569,79002,male,20 < Age ≤ 30,20,18,17,8,L3
7e5f80b7d5,40094,male,20 < Age ≤ 30,19,19,8,14,L2
6f11e07247,66237,male,20 < Age ≤ 30,15,8,20,11,M2
6458fc6cb0,13026,male,20 < Age ≤ 30,18,20,9,10,M1
8f5e1bca62,87890,male,20 < Age ≤ 30,16,17,9,10,L2
ca6d9a8f1f,78283,male,20 < Age ≤ 30,9,11,13,10,M2
726705e03b,22348,male,20 < Age ≤ 30,7,7,20,14,L3
a69bcf7180,34044,male,20 < Age ≤ 30,16,11,10,17,M1
3cc2b77f1a,2476,male,20 < Age ≤ 30,20,13,18,14,L3
93e41078de,95477,male,20 < Age ≤ 30,10,13,20,14,L3
fddbdd81f4,30720,male,20 < Age ≤ 30,13,19,7,7,M2
7be34828a1,55549,male,20 < Age ≤ 30,16,12,11,14,L2
f74afb2b09,91010,male,Age ≤ 20,10,16,13,19,L2
72bce27b1f,21446,male,Age ≤ 20,17,13,10,12,L1
9867cceecf,70898,male,Age ≤ 20,7,17,12,13,L1
56c898caec,61625,male,Age ≤ 20,11,10,18,9,L3
10b9552740,65367,male,Age ≤ 20,10,10,13,10,L3
ace88ae840,38626,male,Age ≤ 20,14,9,9,12,L2
8d3dce277d,5807,male,Age ≤ 20,7,12,13,15,M2
b4361da1a3,2513,male,Age ≤ 20,20,9,16,18,L1
b2aec45007,7617,male,Age ≤ 20,17,20,10,15,L2
e70e101d3c,57922,male,Age ≤ 20,19,8,14,8,M2
aba9e98421,16306,male,Age ≤ 20,9,12,19,11,L1
81e7ceb556,86883,male,Age ≤ 20,18,16,14,18,M2
658100727d,65457,male,Age ≤ 20,15,18,13,13,M2
a0a2c075f8,7133,male,Age ≤ 20,8,14,17,14,L1
08c3ebda34,49765,male,Age ≤ 20,16,19,16,15,M2
be1737ea59,14895,male,Age ≤ 20,15,17,12,12,M2
bfdee1389b,66046,male,Age ≤ 20,10,19,12,7,M1
a4e05c3cff,5643,male,Age ≤ 20,7,15,9,7,M2
cbbbf201f4,64935,male,Age ≤ 20,20,13,15,12,L1
9f084c56e0,7115,male,Age ≤ 20,7,7,13,16,M2
b7149c5e7d,91594,male,Age ≤ 20,11,9,9,12,L2
9e48292e2d,63816,male,Age ≤ 20,12,17,16,16,M2
b4222cf9d0,79169,male,Age ≤ 20,16,12,16,17,L2
4be822a046,34067,male,Age ≤ 20,16,12,14,18,L2
e27420a2f3,28230,male,Age ≤ 20,13,7,10,9,L3
2a76b49384,7052,male,Age ≤ 20,10,19,14,8,L1
ef80128fc2,15497,male,Age ≤ 20,17,11,19,20,M2
177ca71908,96459,male,Age ≤ 20,12,9,10,8,L2
92ff69b5c6,38583,male,Age ≤ 20,8,13,12,11,M1
ebeb14da38,41468,male,Age ≤ 20,14,8,19,10,L2
4ef58ed7ab,59310,male,Age ≤ 20,19,20,15,15,L2
0ce10043d4,98036,male,Age ≤ 20,20,18,10,17,M2
10cbddc748,1692,male,Age ≤ 20,16,19,8,18,L1
d5280148bc,23329,male,Age ≤ 20,18,12,11,20,L3
d904266fe4,30491,male,Age ≤ 20,16,19,13,18,M1
e6c14798c8,3974,male,Age ≤ 20,12,15,10,16,L2
88339e1fe7,85559,male,Age ≤ 20,15,19,17,19,L2
4519dc2c58,23436,male,Age ≤ 20,20,15,20,15,M2
c89197339c,5059,male,Age ≤ 20,18,13,16,19,L3
ff517729e2,52745,male,Age ≤ 20,19,18,14,16,M1
1ebfd3376c,99691,male,Age ≤ 20,20,9,19,10,L2
50b8ff3567,98569,male,Age ≤ 20,20,17,9,10,L2
7fe17de728,577,male,Age ≤ 20,18,12,8,13,M1
f12b441a0e,66618,male,Age ≤ 20,19,20,8,9,M2
3edd24adac,32466,male,Age ≤ 20,10,12,16,15,L3
b3d8d4c48c,82415,male,Age ≤ 20,20,10,10,16,M1
ee1ae5be83,37424,male,Age ≤ 20,20,12,10,14,L2
86078bf46a,4941,male,Age ≤ 20,8,12,14,19,M2
8f75ab7cd8,11381,male,Age ≤ 20,8,17,19,16,M1
b6886fc3f2,13115,male,Age ≤ 20,10,13,10,16,L1
d30abfc918,97326,male,Age ≤ 20,7,20,9,19,L3
c4117c8458,56402,male,Age ≤ 20,7,12,14,17,L3
7f3869a77c,22286,male,Age ≤ 20,12,14,18,9,M2
4bca69404d,12562,male,Age ≤ 20,15,11,9,13,L2
03cf19458c,47354,male,Age ≤ 20,20,18,9,9,L2
ac4bd109d3,25763,male,Age ≤ 20,16,18,13,14,L3
239bb6dd78,3316,male,Age ≤ 20,18,14,8,9,L2
1fe5524bbc,11864,male,Age ≤ 20,8,19,19,13,M1
4953f6cffa,70025,male,Age ≤ 20,14,13,14,20,L3
34e13c817d,39225,male,Age ≤ 20,17,14,12,13,L2
c898a71b27,27458,male,Age ≤ 20,12,8,15,10,L2
bfc8b43111,47936,male,Age ≤ 20,19,16,14,16,L2
fae25bbb1d,17390,male,Age ≤ 20,12,12,13,9,M1
6438a03c75,32537,male,Age ≤ 20,17,20,8,10,L1
d4f1bbdd77,46076,male,Age ≤ 20,8,11,16,7,L3
a95a478208,12330,male,Age ≤ 20,11,16,15,16,L1
c5ab30ef52,1820,male,Age ≤ 20,18,11,18,15,M2
55d0a1f7ec,91987,male,Age ≤ 20,8,17,16,9,M1
eedaae859e,61596,male,Age ≤ 20,19,7,18,18,M2
9af7d525fd,59402,male,Age ≤ 20,11,12,20,9,L2
3581fbaed2,6338,male,Age ≤ 20,12,19,11,12,M2
3e267552a3,33659,male,Age ≤ 20,16,8,19,11,L2
70775d64c9,96522,male,Age ≤ 20,16,7,9,8,L1
4747815f68,85764,male,Age ≤ 20,14,13,15,9,M2
eda9a30710,56599,male,Age ≤ 20,11,16,10,12,L2
4142f55cc6,884,male,Age ≤ 20,15,7,18,8,L3
3e2b2eb874,59477,male,Age ≤ 20,17,17,14,18,M2
8c7464a403,57967,male,Age ≤ 20,12,8,12,11,L1
82062a65c1,27798,male,Age ≤ 20,20,18,10,18,M1
c5c6961996,31009,male,Age ≤ 20,9,10,16,11,M1
f87d14bf38,8987,male,Age ≤ 20,17,17,13,13,M1
8b0d4a6e3c,96068,male,Age ≤ 20,17,8,16,7,L1
4e0e100e3b,7560,male,Age ≤ 20,12,17,14,15,L1
c69514c313,8162,male,Age ≤ 20,11,17,20,8,L2
78c679e19e,2841,male,Age ≤ 20,12,11,18,15,L3
83038f1623,2481,male,Age ≤ 20,19,17,18,12,L1
5fc884ff87,33787,male,Age ≤ 20,16,19,19,20,L1
50f91108a6,1393,male,Age ≤ 20,14,8,14,14,M2
4009d599a0,96455,male,Age ≤ 20,12,19,12,19,L3
1eb4625173,27578,male,Age ≤ 20,11,19,8,10,M2
4768765810,49185,male,Age ≤ 20,18,8,14,8,L3
8241be19cb,982,male,Age ≤ 20,16,15,8,16,M2
e6d3b7c60c,58895,male,Age ≤ 20,8,14,11,20,L2
f10503974e,30811,male,Age ≤ 20,10,11,15,19,L3
60f5d8064b,58741,male,Age ≤ 20,16,17,17,18,L1
458498bc71,14379,male,Age ≤ 20,7,14,11,17,L1
efda9e7cd4,54689,male,Age ≤ 20,10,14,16,16,M1
d84d30c469,13270,male,Age ≤ 20,12,15,9,18,L3
a3e7c5399d,543,male,Age ≤ 20,10,14,12,9,M1
7253d876d8,66476,male,Age ≤ 20,11,11,13,15,L2
6fc06f3ef8,77471,male,Age ≤ 20,14,18,12,17,M2
af722afe25,49249,male,Age ≤ 20,11,16,19,16,M2
d7979dfb12,48192,male,Age ≤ 20,18,8,10,14,L2
0d56c0f03d,10996,female,20 < Age ≤ 30,10,12,9,14,L3
bcc6ac004e,40642,female,20 < Age ≤ 30,8,10,11,11,M2
8fdf7cc662,39777,female,20 < Age ≤ 30,16,7,20,7,M2
c3832e357c,64992,female,20 < Age ≤ 30,17,20,15,19,M1
af48142411,89442,female,20 < Age ≤ 30,16,17,8,13,M1
241091f879,57668,female,20 < Age ≤ 30,14,18,20,12,L3
2ffcd12ae2,83262,female,20 < Age ≤ 30,9,18,9,7,L3
830f4d632a,95550,female,20 < Age ≤ 30,12,10,12,18,M2
7736eb134d,51027,female,20 < Age ≤ 30,8,17,16,16,L1
2f68b89ca2,53416,female,20 < Age ≤ 30,15,8,11,10,M2
9f05fe42bb,19786,female,20 < Age ≤ 30,9,7,10,10,M1
810ad0d0cf,24322,female,20 < Age ≤ 30,7,19,18,19,M1
94e58af311,87408,female,20 < Age ≤ 30,7,18,15,15,L1
71f4182083,4821,female,20 < Age ≤ 30,9,16,19,19,L2
09f18e195e,2477,female,20 < Age ≤ 30,17,9,9,15,L3
f33bb77136,83448,female,20 < Age ≤ 30,16,7,14,13,L2
5a37983540,77023,female,20 < Age ≤ 30,18,9,20,19,M1
daf872193a,78555,female,20 < Age ≤ 30,13,8,20,8,M2
7865fcf2cf,23167,female,20 < Age ≤ 30,9,19,18,18,L2
715e9bb340,7826,female,20 < Age ≤ 30,10,16,17,8,L2
342fd50fda,77552,female,20 < Age ≤ 30,15,20,15,17,L1
17d74d0bd9,2569,female,20 < Age ≤ 30,8,19,16,17,M2
13435b2c03,7973,female,20 < Age ≤ 30,12,9,11,11,L1
24d7af4b3a,95933,female,20 < Age ≤ 30,20,10,8,16,L2
730f2a988c,82537,female,20 < Age ≤ 30,11,8,9,12,L1
697c44a65c,10174,female,20 < Age ≤ 30,17,7,18,10,L3
7ff7724e88,64924,female,20 < Age ≤ 30,14,15,10,9,M2
a8e38a4d20,24708,female,20 < Age ≤ 30,11,14,11,14,L3
15a7a15f1f,64033,female,20 < Age ≤ 30,13,17,18,7,L1
245eb645f1,18175,female,20 < Age ≤ 30,7,17,8,14,M2
793fb7a871,82658,female,20 < Age ≤ 30,20,13,18,17,L3
1bfbab7470,50315,female,20 < Age ≤ 30,13,18,15,15,L1
6a13e00a33,25356,female,20 < Age ≤ 30,14,11,20,14,M1
e54c8150a7,623,female,20 < Age ≤ 30,15,9,7,17,M1
33e1f0b143,99034,female,20 < Age ≤ 30,16,8,11,8,L3
2dc986bdab,40186,female,20 < Age ≤ 30,11,15,14,15,L2
a9de1b8a51,60501,female,20 < Age ≤ 30,10,11,7,15,L1
0c1cfcf86a,54800,female,20 < Age ≤ 30,19,20,8,18,L3
0ae8334a75,49186,female,20 < Age ≤ 30,8,18,8,16,M1
6b898f2e1a,34269,female,20 < Age ≤ 30,16,18,13,12,L1
fadf178a1a,69321,female,20 < Age ≤ 30,20,15,8,11,L3
73f4d951b8,90714,female,20 < Age ≤ 30,13,7,19,7,L2
3decbe2b2b,1913,female,20 < Age ≤ 30,13,16,13,16,M1
c9eb158ec5,37042,female,20 < Age ≤ 30,12,9,13,12,M1
0a0c6798d2,50355,female,20 < Age ≤ 30,13,10,17,20,L2
5d1b217f9c,59051,female,20 < Age ≤ 30,10,19,20,9,L2
63bf9554c5,36958,female,20 < Age ≤ 30,7,7,18,13,L1
a27a55f7f1,66759,female,20 < Age ≤ 30,20,16,13,9,L3
1dec100cbd,28442,female,20 < Age ≤ 30,13,10,17,16,M2
b8215e221b,6166,female,20 < Age ≤ 30,16,12,11,18,M2
44cab401e5,44949,female,20 < Age ≤ 30,10,13,20,9,L1
dce4e2ce41,16193,female,20 < Age ≤ 30,9,17,14,14,M1
db102c7ced,70023,female,20 < Age ≤ 30,7,20,10,7,L2
fe77c91c49,76331,female,20 < Age ≤ 30,7,13,9,18,M1
d1e575ca33,47189,female,20 < Age ≤ 30,12,20,9,9,M1
95791bfce7,36548,female,20 < Age ≤ 30,18,17,11,19,L1
659399933b,73382,female,20 < Age ≤ 30,19,18,12,10,L2
6c2aabc665,29982,female,20 < Age ≤ 30,20,13,17,11,M2
966d567088,18812,female,20 < Age ≤ 30,9,11,8,8,L3
533d965f32,13989,female,20 < Age ≤ 30,8,17,16,10,M1
da2f6b55f3,27174,female,20 < Age ≤ 30,9,8,14,15,L3
78bc8f896b,25976,female,20 < Age ≤ 30,7,16,17,14,M2
ef0c31b814,72650,female,20 < Age ≤ 30,19,9,11,17,L1
47574b4907,13210,female,20 < Age ≤ 30,12,18,10,9,M2
ad85545b55,18547,female,20 < Age ≤ 30,12,9,16,8,M1
0bc91d7906,47703,female,20 < Age ≤ 30,12,20,12,16,L1
4ab009702f,66051,female,20 < Age ≤ 30,16,18,20,14,L2
1337a84746,28232,female,20 < Age ≤ 30,10,10,19,7,M2
1b11caf78c,17269,female,20 < Age ≤ 30,16,15,14,18,L1
12a5e6c26c,95413,female,20 < Age ≤ 30,16,19,13,17,L2
d8951bb6e9,51966,female,20 < Age ≤ 30,12,9,8,7,L1
a07ef39763,86804,female,20 < Age ≤ 30,10,19,7,17,L2
cf481b4f4a,52068,female,20 < Age ≤ 30,14,19,12,12,M1
729c4c22d6,98223,female,20 < Age ≤ 30,14,20,7,13,L3
0e399a02ca,80100,female,20 < Age ≤ 30,18,14,8,20,L1
e935caa0ce,63741,female,20 < Age ≤ 30,13,9,12,20,L1
1498616ccd,82034,female,20 < Age ≤ 30,7,10,12,12,L2
5b802dfdf8,97552,female,20 < Age ≤ 30,12,11,20,7,L2
9b12f98306,21833,female,20 < Age ≤ 30,12,7,17,17,L1
0d8f461b63,85285,female,20 < Age ≤ 30,17,19,9,17,L1
15f376801b,8546,female,20 < Age ≤ 30,10,17,15,12,L3
8c7e008340,57345,female,20 < Age ≤ 30,16,13,9,14,L3
4246c5a69b,22214,female,20 < Age ≤ 30,7,16,14,8,M1
fd69b0ad72,94720,female,20 < Age ≤ 30,9,16,20,16,M1
604db056d3,2841,female,20 < Age ≤ 30,19,18,12,20,M1
8a2f9c6de6,24583,female,20 < Age ≤ 30,15,10,19,14,M2
13a6c5a687,40537,female,20 < Age ≤ 30,14,8,14,7,L2
26865e35c5,10170,female,20 < Age ≤ 30,14,17,20,14,L3
dbb9ab49f7,69501,female,20 < Age ≤ 30,7,8,18,16,L3
d19f00d601,12721,female,20 < Age ≤ 30,9,7,15,9,M1
a0f1a320d8,78429,female,20 < Age ≤ 30,17,19,9,20,M2
e86633c3e5,71160,female,20 < Age ≤ 30,11,14,13,7,M2
eb19d2f142,38241,female,20 < Age ≤ 30,13,11,12,20,M1
59142009ce,11435,female,20 < Age ≤ 30,9,12,13,8,L3
491e66c73c,74745,female,20 < Age ≤ 30,15,11,10,13,M2
c5c1f2a7cf,89977,female,20 < Age ≤ 30,9,11,8,11,L3
065579011e,17200,female,20 < Age ≤ 30,13,11,12,11,L2
6162ea04e5,21682,female,20 < Age ≤ 30,16,15,19,16,L2
2c406cdcf8,26707,female,20 < Age ≤ 30,14,12,12,16,M2
778bfec125,47914,female,20 < Age ≤ 30,7,8,18,13,L2
3da096a89f,46622,female,20 < Age ≤ 30,11,13,7,15,L3
afb5cdbd3e,33368,female,20 < Age ≤ 30,19,20,11,13,L1
ed4787d80c,68762,female,20 < Age ≤ 30,16,9,18,12,L3
a8aaff8105,42341,female,20 < Age ≤ 30,18,16,19,10,L2
e0429c45f8,180,female,20 < Age ≤ 30,13,15,18,10,L1
c7a8803aae,68985,female,20 < Age ≤ 30,10,7,19,9,L3
a78a247423,14916,female,20 < Age ≤ 30,19,7,15,11,L3
79027e53b9,24947,female,20 < Age ≤ 30,11,7,15,9,L3
fc4929d017,20525,female,20 < Age ≤ 30,17,8,19,17,L2
5d824143d7,20161,female,20 < Age ≤ 30,18,11,20,8,L3
f12b289786,75167,female,20 < Age ≤ 30,10,9,10,19,L2
07f7a88fbf,92308,female,20 < Age ≤ 30,9,8,12,7,L2
4c494c999d,72039,female,20 < Age ≤ 30,11,7,10,11,L2
5f04ff1307,75960,female,20 < Age ≤ 30,10,20,9,20,M1
ce115b8e9a,33267,female,20 < Age ≤ 30,13,13,11,12,M1
125f057b64,47123,female,20 < Age ≤ 30,9,15,9,9,M2
10398555a3,14660,female,20 < Age ≤ 30,11,14,7,19,M1
0856b0329c,3974,female,20 < Age ≤ 30,8,8,20,8,L2
e146e80096,71478,female,20 < Age ≤ 30,7,11,20,20,L2
b5bc010007,93980,female,20 < Age ≤ 30,7,17,7,14,M2
5c9cfbf2f3,47138,female,20 < Age ≤ 30,17,15,13,10,M1
9bd76bf24a,81148,female,20 < Age ≤ 30,20,19,18,12,L3
160a6532ac,85303,female,20 < Age ≤ 30,15,10,17,20,M1
a5699a5981,65000,female,20 < Age ≤ 30,12,9,20,15,M1
b4b18ec6ce,71779,female,20 < Age ≤ 30,20,14,8,15,L2
9c824e6ecb,92875,female,20 < Age ≤ 30,17,12,10,7,L2
9ef24bb772,67694,female,20 < Age ≤ 30,18,18,14,13,M1
c140a2fb53,43253,female,20 < Age ≤ 30,19,17,7,12,L3
d6f23bb14b,31372,female,20 < Age ≤ 30,9,11,14,10,L3
a29e59d1e3,12440,female,20 < Age ≤ 30,9,16,10,14,M1
661f0e5219,65607,female,20 < Age ≤ 30,7,9,7,15,L3
e612af8ca8,66941,female,20 < Age ≤ 30,8,8,7,17,L3
d9bb2023d1,37895,female,20 < Age ≤ 30,12,18,10,19,L1
3e57ebd9d8,41237,female,20 < Age ≤ 30,18,12,14,13,L2
c1c4b19356,51272,female,20 < Age ≤ 30,12,8,18,16,L3
4572ea7e68,32410,female,20 < Age ≤ 30,17,17,16,19,M2
f8c935a30b,41520,female,20 < Age ≤ 30,8,19,18,12,L3
66e9d829af,33484,female,20 < Age ≤ 30,9,11,9,14,M1
d932efb640,1561,female,20 < Age ≤ 30,17,11,14,18,L3
3d7b0d446f,44134,female,20 < Age ≤ 30,20,11,8,11,L3
b1352b1332,655,female,20 < Age ≤ 30,14,12,11,9,M2
898d507c2b,31929,female,20 < Age ≤ 30,19,18,20,20,L2
b430b0f360,68794,female,20 < Age ≤ 30,19,18,13,9,L1
e55f3fd230,99420,female,20 < Age ≤ 30,12,8,19,18,L2
f62634a30d,56729,female,20 < Age ≤ 30,9,17,15,15,L1
d427e037ee,77109,female,20 < Age ≤ 30,17,14,19,13,L1
3d1fd85f9c,69030,female,20 < Age ≤ 30,11,19,10,15,L3
a7396b6462,20002,female,20 < Age ≤ 30,17,8,17,19,M1
58503047f3,40819,female,20 < Age ≤ 30,9,18,10,7,L2
319e32e578,86400,female,20 < Age ≤ 30,20,11,16,14,M2
839cbd8f60,45337,female,20 < Age ≤ 30,7,12,7,9,M2
435f797726,12398,female,20 < Age ≤ 30,19,20,12,13,M1
71b4217a87,86481,female,20 < Age ≤ 30,11,19,13,14,M1
85368fc992,64620,female,20 < Age ≤ 30,14,14,17,8,L2
2256219fda,95220,female,20 < Age ≤ 30,14,10,10,9,M2
c6d2ab4428,2321,female,20 < Age ≤ 30,19,15,12,14,M1
058fd364af,63030,female,20 < Age ≤ 30,16,9,9,20,L1
93d7558c34,36777,female,20 < Age ≤ 30,14,11,16,12,L3
3e5be315a9,8819,female,20 < Age ≤ 30,19,18,11,13,M1
98dfb2798b,79370,female,20 < Age ≤ 30,7,20,11,18,L1
aaef54d18e,20730,female,20 < Age ≤ 30,17,17,9,14,L1
f4e809f901,1943,female,20 < Age ≤ 30,10,14,17,9,L3
1802f3d51f,52757,female,20 < Age ≤ 30,12,11,16,17,L3
c5b24295e7,72497,female,20 < Age ≤ 30,15,20,10,10,M1
2fcb76b897,9853,female,20 < Age ≤ 30,15,7,14,13,L2
57a91e5f1d,53096,female,20 < Age ≤ 30,10,9,8,12,L1
43d56b194e,15837,female,20 < Age ≤ 30,18,14,12,7,L2
751cf886c2,24959,female,20 < Age ≤ 30,11,16,16,16,L2
e307b50de6,60632,female,20 < Age ≤ 30,14,18,12,9,M1
748b07eb0e,70440,female,20 < Age ≤ 30,13,13,7,14,L1
376e82cb41,61876,female,20 < Age ≤ 30,14,9,15,13,M2
765baa1cb5,82783,female,20 < Age ≤ 30,8,11,9,15,M1
47deede7dc,45052,female,20 < Age ≤ 30,13,15,19,17,L3
66efb4c3b5,88577,female,20 < Age ≤ 30,10,9,8,8,M2
901c1ff68c,31313,female,20 < Age ≤ 30,7,8,20,9,M2
44313ba6f7,24709,female,20 < Age ≤ 30,12,19,8,9,L1
0a88a14c7c,7988,female,20 < Age ≤ 30,10,12,11,7,M1
a4d06581b8,7945,female,20 < Age ≤ 30,20,10,16,11,M1
aea7391ed1,18237,female,20 < Age ≤ 30,18,8,12,12,M2
4c2e0a3caf,75310,female,20 < Age ≤ 30,16,17,18,12,L1
a9d3e6ce18,57896,female,20 < Age ≤ 30,11,14,10,17,L1
29075c320b,1962,female,20 < Age ≤ 30,20,10,10,10,L2
c622c41bd6,87485,female,20 < Age ≤ 30,17,10,20,9,L3
a25171350c,68975,female,20 < Age ≤ 30,14,17,13,16,M2
8e5481f738,86702,female,20 < Age ≤ 30,14,12,10,14,L1
3d2aee08ff,1821,female,20 < Age ≤ 30,20,11,19,18,M1
ac3dc17c06,16877,female,20 < Age ≤ 30,16,13,12,19,L2
5c2d9e2448,50975,female,20 < Age ≤ 30,9,8,14,19,M1
7dab71d914,40199,female,20 < Age ≤ 30,7,7,9,7,L1
6ef8e2fe39,48208,female,20 < Age ≤ 30,20,11,12,7,L2
ed4c230aac,41394,female,20 < Age ≤ 30,16,12,9,7,M2
b713a02f42,53393,female,20 < Age ≤ 30,18,10,13,20,L3
4407d4ece5,88427,female,20 < Age ≤ 30,9,10,19,16,L1
48c79a3456,39058,female,20 < Age ≤ 30,20,9,20,18,M1
41adcc8070,47747,female,20 < Age ≤ 30,7,9,7,11,M2
4faba5ae53,1079,female,20 < Age ≤ 30,16,18,16,20,L2
356e88dbd0,49153,female,20 < Age ≤ 30,7,12,19,9,L3
5a134526c7,26067,female,20 < Age ≤ 30,18,15,13,17,L2
3fd1d00b71,48878,female,20 < Age ≤ 30,11,18,9,16,L3
fdf18c48cf,20739,female,20 < Age ≤ 30,7,20,16,11,M2
b620c646d4,11373,female,20 < Age ≤ 30,15,15,17,19,L2
27ea8f9ef0,64886,female,20 < Age ≤ 30,13,16,17,12,L1
a5d33c85b0,29751,female,20 < Age ≤ 30,16,18,19,16,L3
64d731b1b3,97187,female,20 < Age ≤ 30,17,15,15,18,L1
174c04f1a9,3280,female,20 < Age ≤ 30,20,19,9,12,M1
9256705a88,6466,female,20 < Age ≤ 30,7,12,19,7,L3
606528134b,438,female,20 < Age ≤ 30,7,16,11,17,L2
e231e5b1e0,51556,female,20 < Age ≤ 30,11,9,7,13,L3
17718bd9cb,92398,female,20 < Age ≤ 30,15,18,11,10,L1
96d98759d8,72101,female,20 < Age ≤ 30,7,17,9,8,M2
7d688d5beb,89765,female,20 < Age ≤ 30,8,7,9,18,M2
471d0af4bf,91162,female,20 < Age ≤ 30,13,9,15,12,M1
32eb42d0bf,32136,female,20 < Age ≤ 30,14,8,10,8,L1
131b10869d,27882,female,20 < Age ≤ 30,9,20,15,18,L2
e0c982f3c0,37109,female,20 < Age ≤ 30,19,17,8,14,L1
a3487a0345,74795,female,20 < Age ≤ 30,19,11,13,8,L3
1b2cd0a77c,66848,female,20 < Age ≤ 30,16,15,12,18,L3
e4698a43ab,15717,female,20 < Age ≤ 30,15,14,20,16,M1
2a55db0358,6419,female,20 < Age ≤ 30,19,13,7,20,L2
54e5d6df0e,69375,female,20 < Age ≤ 30,15,11,9,18,L1
afc9377880,17095,female,20 < Age ≤ 30,7,19,18,12,L3
7245d7e9ae,87750,female,20 < Age ≤ 30,9,16,15,12,M1
99e95b4357,91873,female,20 < Age ≤ 30,7,13,19,12,L2
360e97516d,65185,female,20 < Age ≤ 30,13,20,13,17,M1
877a345d26,82993,female,20 < Age ≤ 30,12,12,11,9,M1
af58e46f1a,81417,female,20 < Age ≤ 30,11,7,14,9,L1
b135fb046a,21312,female,20 < Age ≤ 30,16,16,15,14,L2
47ef119ac0,49550,female,20 < Age ≤ 30,20,18,19,13,M2
2d72530439,4314,female,20 < Age ≤ 30,14,14,19,20,L3
e2812431b9,32600,female,20 < Age ≤ 30,16,19,20,8,L2
9b712b1ceb,13231,female,20 < Age ≤ 30,20,11,19,16,L3
de832ff310,82990,female,20 < Age ≤ 30,18,11,12,7,M1
b7984cb2ea,36119,female,20 < Age ≤ 30,19,17,18,19,M1
d258081a02,59068,female,20 < Age ≤ 30,18,16,7,19,L1
08324cfdb7,72517,female,20 < Age ≤ 30,20,19,7,12,L1
67c77e7105,99907,female,20 < Age ≤ 30,8,16,14,18,L3
0479947d66,19261,female,20 < Age ≤ 30,14,20,12,20,L1
4016815162,8952,female,20 < Age ≤ 30,13,10,10,19,L1
03e4245c0f,45913,female,20 < Age ≤ 30,17,12,17,7,L1
40c14eefaa,75136,female,20 < Age ≤ 30,20,17,12,7,L1
8ab372b5e3,46393,female,20 < Age ≤ 30,8,13,8,19,L2
6904d135a9,39386,female,20 < Age ≤ 30,13,17,11,11,L1
87010831b2,76095,female,20 < Age ≤ 30,8,8,14,19,L3
dc982368b0,29003,female,20 < Age ≤ 30,20,18,8,12,M1
0c8de1c27f,49253,female,20 < Age ≤ 30,13,11,18,15,L1
64eca0b741,75285,female,20 < Age ≤ 30,18,20,12,11,M2
9de3fd9756,3943,female,20 < Age ≤ 30,12,7,10,9,L2
439752dc47,33698,female,20 < Age ≤ 30,16,8,16,13,L1
fad0eedd98,88203,female,20 < Age ≤ 30,9,8,10,20,L3
8f45513310,41783,female,20 < Age ≤ 30,7,14,20,16,L1
a1d1556ef3,99130,female,20 < Age ≤ 30,19,11,15,18,M2
ee9109cc69,79895,female,20 < Age ≤ 30,12,12,16,16,M1
8b148c52a1,72864,female,20 < Age ≤ 30,10,13,19,10,M2
9d90fa0f42,29714,female,20 < Age ≤ 30,20,17,8,8,M2
d30fc81c3b,88124,female,20 < Age ≤ 30,11,18,16,11,M1
1f74f6c609,74165,female,20 < Age ≤ 30,16,11,14,17,M2
2949c0173d,69666,female,20 < Age ≤ 30,18,15,18,14,L3
faea92a94c,35526,female,20 < Age ≤ 30,9,8,13,9,L1
cc71998b52,80115,female,20 < Age ≤ 30,12,15,11,12,L3
2d6880b414,30947,female,20 < Age ≤ 30,16,18,16,11,L1
13913abdf6,6899,female,20 < Age ≤ 30,12,16,14,12,M1
3850a2a6b5,19888,female,20 < Age ≤ 30,16,11,9,19,L2
5917434404,88557,female,20 < Age ≤ 30,18,8,19,8,L2
5d9977e286,34119,female,20 < Age ≤ 30,17,10,9,14,M2
058f0e3b30,22013,female,20 < Age ≤ 30,13,20,12,15,M2
097b96aafc,93129,female,20 < Age ≤ 30,9,13,20,7,L2
19b0baa765,16037,female,20 < Age ≤ 30,7,7,7,19,L2
8b67f840cd,38512,female,20 < Age ≤ 30,13,18,14,10,M2
e0775d8701,11968,female,20 < Age ≤ 30,17,12,10,7,L1
5fbfd56c5d,95143,female,20 < Age ≤ 30,9,14,13,20,M2
2136b17c13,41448,female,20 < Age ≤ 30,10,11,20,11,L3
885c55f59e,42842,female,20 < Age ≤ 30,7,7,9,9,L3
736f29dfba,89745,female,20 < Age ≤ 30,20,15,9,13,M2
dcac445a51,17642,female,20 < Age ≤ 30,8,12,10,12,L3
465cd48d55,35935,female,20 < Age ≤ 30,8,10,15,18,L2
451a41b5cd,40720,female,20 < Age ≤ 30,11,10,11,12,M1
8602853825,8599,female,20 < Age ≤ 30,12,14,12,16,L3
36142afb8c,59797,female,20 < Age ≤ 30,8,11,9,14,L2
fd1be963ed,685,female,20 < Age ≤ 30,12,15,20,12,L3
