Pseudo ID,ZIPCODE,gender,Age,S1,S2,S3,S4
b7984cb2ea,53219,female,22,19,17,18,19
6dc7704e11,41073,female,20,9,7,18,12
d258081a02,63368,female,21,18,16,7,19
08324cfdb7,22518,female,26,20,19,7,12
67c77e7105,28901,female,24,8,16,14,18
0479947d66,79769,female,27,14,20,12,20
1a27b7a802,83031,female,20,19,7,16,20
4016815162,7938,female,24,13,10,10,19
7e53979e84,5731,male,21,19,12,8,7
03e4245c0f,45693,female,24,17,12,17,7
40c14eefaa,75774,female,28,20,17,12,7
4f539d88aa,68318,male,22,12,12,14,14
fa6be5a4c6,30702,male,25,8,15,13,11
f35d8e1fe1,43019,male,28,10,18,20,10
f43ab7dc44,29213,female,20,10,11,10,19
45dd9a6f85,80593,male,24,7,11,14,11
2b30a1ed6b,26219,male,25,8,8,14,14
0235c7c070,86558,male,23,10,14,13,17
6438a03c75,32798,male,20,17,20,8,10
8ab372b5e3,48095,female,26,8,13,8,19
6904d135a9,37389,female,28,13,17,11,11
d4f1bbdd77,46672,male,20,8,11,16,7
87010831b2,70050,female,26,8,8,14,19
8f80f7ab5f,83427,male,27,14,13,14,20
a21207e35c,87981,male,22,16,9,10,20
c0de407e39,19722,male,24,9,12,20,7
dc982368b0,69032,female,24,20,18,8,12
0c8de1c27f,43763,female,22,13,11,18,15
580af82ed3,63653,female,20,13,19,7,9
64eca0b741,77218,female,23,18,20,12,11
9de3fd9756,79243,female,23,12,7,10,9
e2e9f08957,89685,male,22,11,11,16,18
439752dc47,36597,female,21,16,8,16,13
fad0eedd98,88948,female,21,9,8,10,20
8f45513310,31737,female,27,7,14,20,16
a1d1556ef3,29233,female,24,19,11,15,18
a494556348,14373,male,28,16,13,7,12
ee9109cc69,99802,female,26,12,12,16,16
8b148c52a1,78827,female,26,10,13,19,10
9d90fa0f42,28414,female,23,20,17,8,8
4ebc61ea9e,75741,male,28,20,10,9,19
d30fc81c3b,25124,female,24,11,18,16,11
78f2925fc4,16332,male,23,10,8,14,7
1f74f6c609,74971,female,22,16,11,14,17
877a865096,70698,male,26,7,7,20,8
35f88a26b5,62449,male,25,11,15,18,9
a95a478208,14931,male,20,11,16,15,16
2949c0173d,30676,female,28,18,15,18,14
faea92a94c,31553,female,21,9,8,13,9
cc71998b52,70975,female,27,12,15,11,12
2d6880b414,38667,female,26,16,18,16,11
13913abdf6,36109,female,28,12,16,14,12
88a1a3c14d,58909,male,21,19,8,15,14
5fbfb90c64,75495,male,22,9,16,8,19
3850a2a6b5,99886,female,25,16,11,9,19
2d301c4d21,57273,male,25,14,20,20,16
5917434404,18097,female,25,18,8,19,8
5d9977e286,35164,female,22,17,10,9,14
058f0e3b30,72519,female,28,13,20,12,15
097b96aafc,33198,female,27,9,13,20,7
19b0baa765,15467,female,28,7,7,7,19
4eaf26d8ad,27477,male,28,9,10,20,9
c5ab30ef52,3855,male,19,18,11,18,15
8b67f840cd,30526,female,24,13,18,14,10
e0775d8701,21668,female,26,17,12,10,7
55d0a1f7ec,99940,male,20,8,17,16,9
86a0bc19dc,48682,male,27,17,11,15,19
3293444219,35783,female,20,13,17,9,7
3e257ee1fa,47111,male,24,18,13,16,16
0da8538355,26582,male,25,19,17,17,19
7af519f3b7,57984,male,21,9,9,11,8
eedaae859e,67956,male,19,19,7,18,18
22f32feb76,99516,male,21,11,20,9,9
e817ff3089,32127,male,21,20,11,16,11
3da4eff1ba,16404,male,26,12,9,11,20
e7e24bea80,26126,female,20,19,13,18,11
5fbfd56c5d,98944,female,28,9,14,13,20
9af7d525fd,54508,male,20,11,12,20,9
2136b17c13,43943,female,27,10,11,20,11
409920b48b,90611,female,19,12,19,17,15
c15f14d42c,39617,male,27,18,11,19,18
885c55f59e,67882,female,25,7,7,9,9
22809bd5ff,59094,male,25,18,20,12,11
736f29dfba,29565,female,22,20,15,9,13
0619d5604a,22364,male,28,19,14,17,8
0947b2bd8c,85894,male,25,19,15,15,15
dcac445a51,17152,female,25,8,12,10,12
465cd48d55,37833,female,21,8,10,15,18
451a41b5cd,10824,female,27,11,10,11,12
36f1bb768a,68370,male,23,15,16,9,19
20e391fb18,16470,male,21,17,10,9,9
cd9dfde182,34243,male,26,11,8,15,19
8602853825,48099,female,24,12,14,12,16
36142afb8c,39792,female,22,8,11,9,14
c45ea9b554,82790,male,24,19,13,9,19
11b76efd3c,19178,male,21,15,15,19,10
fd1be963ed,884,female,25,12,15,20,12
045ca3a2f0,30631,female,24,14,18,16,10
203f9d1e21,26466,female,22,14,16,20,18
2ee0aa6cec,69027,female,22,10,15,17,19
eb1a6dc861,35132,female,23,15,17,12,15
3581fbaed2,26137,male,19,12,19,11,12
5597e9426b,99083,male,22,20,11,8,12
9de0bf7284,44444,male,22,20,13,20,13
3a34539976,26872,female,26,17,10,10,16
e3765a925d,24527,male,26,16,10,13,18
4f2f286b30,1764,female,22,12,17,18,13
9ffcaf016a,8363,male,23,10,18,18,19
1b92f9ffc6,94602,female,22,14,18,13,17
b96403bf3e,28401,male,21,8,11,13,13
d20eeb139e,79617,female,22,11,14,14,16
ae807a8428,90234,male,24,19,17,10,16
685f52e10f,29154,female,20,19,7,20,13
0e8da1f495,76847,female,24,7,11,9,18
8110365b37,62895,male,22,7,8,8,20
16fdd9c1b7,92212,male,22,16,18,17,8
e8e5a3a0ee,41001,male,21,19,17,14,11
e1af8d13b8,12308,male,28,8,17,8,8
addecc8c53,92616,male,23,16,9,19,20
5e91c76655,52495,female,24,10,15,17,9
f0127b2759,90075,female,28,18,11,12,10
5d26ba14a0,18215,male,21,10,14,16,8
3e267552a3,34858,male,19,16,8,19,11
32886ca0f0,35843,female,20,7,12,8,8
d43bdc58bb,58397,male,24,12,18,10,10
27bebed47b,7301,female,19,17,17,10,19
1a12a80e4e,58359,female,22,14,18,7,17
40d16cbff5,64036,male,24,19,8,12,12
883272d1e2,9854,female,24,10,8,17,19
e6dccf36db,26475,female,27,18,20,19,9
b117f962d2,98784,male,21,10,17,15,14
bb3c114277,35659,male,26,11,13,11,9
e33a2af7b3,15783,female,23,7,11,11,17
70775d64c9,96787,male,20,16,7,9,8
10363c9ae2,11300,female,22,15,20,13,13
b992454454,77479,female,25,15,7,7,15
261cac3af7,59806,male,27,17,19,10,12
fc3eac363d,59553,female,19,15,7,8,16
52e0c62919,68847,male,28,8,7,7,7
d339763e00,55747,female,20,20,15,10,13
2b3fa10f99,34108,female,22,10,18,13,10
e52e2e5b6f,52246,female,22,18,8,17,13
e55b7d2d91,98796,female,25,9,14,8,14
29cfbc858e,45753,male,23,12,17,7,14
9fe131bca6,49792,female,24,8,14,18,8
4747815f68,21764,male,19,14,13,15,9
128784995f,89661,male,22,19,18,13,12
48d3347f29,91437,female,20,17,16,15,10
4a91428e26,24425,female,20,8,20,14,19
fc7a544f40,31810,male,25,18,15,14,16
24d9491173,82411,male,21,20,18,11,11
8064754a92,92755,male,27,11,16,18,10
eda9a30710,56599,male,19,11,16,10,12
4142f55cc6,7524,male,19,15,7,18,8
35c11b8a44,67039,female,23,9,20,18,17
0ccd55ece3,78532,female,19,17,13,17,17
13a13f9287,51274,male,26,13,16,17,19
e39a668cf1,87149,male,22,11,7,15,18
cc3be840c4,57283,male,23,12,11,10,19
cb674b8356,13601,female,19,11,18,10,13
22871099ea,8364,female,26,9,15,18,7
45bba9a2bf,2192,female,20,14,7,10,14
3bc643ef91,12813,male,27,19,7,14,18
83aed9fdd2,55961,male,21,17,19,16,12
a05ad3b465,13470,male,21,10,7,13,12
a2e8edcf17,15285,male,24,12,17,17,20
d1d390c835,88490,male,27,10,19,17,16
50d68db07d,60396,female,25,8,7,18,7
9b3e70a23d,67469,male,25,17,15,8,19
3e2b2eb874,57458,male,19,17,17,14,18
92cdcdb865,18985,female,26,18,8,16,9
cae59409b6,51729,female,21,11,13,16,12
4cef7238c3,36031,male,28,16,17,10,17
03fb79243b,62196,female,19,11,11,12,14
272a410ff0,25947,male,22,20,15,16,17
d509736435,66610,male,23,18,9,18,9
853949ad15,98426,male,25,15,18,8,13
8c7464a403,15977,male,20,12,8,12,11
25b770a7a3,32194,female,24,7,15,17,11
76feaf630e,85690,female,19,15,19,7,19
e848b06217,48897,male,21,12,19,18,20
4298d8f3fa,63996,male,24,7,10,20,9
ec2a25984c,86985,female,23,15,20,20,15
807e64f84e,54842,female,25,16,17,11,15
82062a65c1,27222,male,19,20,18,10,18
ad3b001fd0,73359,male,25,16,13,8,12
acc32d0808,37237,female,23,16,15,18,14
0e2e5b6698,59742,female,25,15,19,8,9
7ab313b104,15667,male,24,11,12,14,12
4c92a131a2,49628,male,26,7,9,15,20
66bc0ecce3,19529,female,19,13,7,9,14
c5c6961996,71479,male,20,9,10,16,11
4dc8b6d566,33371,female,23,10,12,8,11
f87d14bf38,7936,male,19,17,17,13,13
87f4e50bc9,76984,male,25,14,9,12,19
e72beb9fe6,74107,female,23,11,15,19,19
2a5ac7b8e5,36693,female,27,13,14,16,17
486aded782,73335,female,28,10,7,16,19
4403de36f2,71943,male,24,8,11,20,7
280244d328,28531,female,20,17,20,18,20
8b0d4a6e3c,97468,male,20,17,8,16,7
9256ea3292,18460,female,20,9,18,9,15
4e0e100e3b,9030,male,19,12,17,14,15
c69514c313,28262,male,19,11,17,20,8
44fae4e951,40252,male,22,8,10,14,9
0b7fa52a1c,47177,female,23,9,17,8,20
5ec9addabd,79325,female,20,9,12,7,18
a5c4e42c52,82663,male,25,12,13,16,17
78c679e19e,22071,male,19,12,11,18,15
4020cac8ff,54134,male,24,19,13,10,15
d31bf949a6,82553,female,26,12,7,8,8
92f5e81f21,99040,female,25,20,8,18,10
0b3a375292,71643,male,27,10,18,11,12
9bb9bff824,44697,male,26,14,20,11,7
c8dd94566f,22778,male,25,16,19,12,19
369dc79fe9,85352,male,23,17,15,17,16
83038f1623,54401,male,20,19,17,18,12
a89a19c09b,5954,female,25,17,9,12,19
fee14f82b6,58265,male,23,20,13,7,13
4e0ccdcf05,52682,female,22,9,18,13,20
38a5c9b9e3,97033,female,24,14,17,10,12
e78993ec4b,20117,male,24,20,8,16,19
180732be92,2139,female,20,15,20,17,7
c5c61abe73,71326,male,26,11,16,10,19
868089f739,33525,male,28,13,20,15,9
597cbbeb1d,71400,female,27,9,13,7,18
56889f703c,52953,male,25,16,13,17,8
f25e9ec041,87313,male,23,8,8,13,18
01a9080b23,82254,female,23,14,17,20,14
5edd817cf1,47809,female,28,11,17,20,16
ceee6c54ac,7750,female,20,16,7,12,19
5d4c562f60,39585,female,19,18,18,9,15
4cf349fadd,98926,female,23,13,8,17,20
6cd886c7f0,4568,male,27,20,15,13,18
5fc884ff87,43881,male,20,16,19,19,20
50f91108a6,9694,male,19,14,8,14,14
9dd1a1e555,80006,male,26,7,7,18,20
478d594541,86329,female,26,15,12,17,12
0f0648b751,68494,male,24,20,13,7,20
7bc4aa9bf4,76583,female,24,9,14,7,19
c9dc07f242,46831,male,27,20,10,13,16
ee66f1395c,32060,female,23,9,16,20,19
26ca7e8862,25881,female,19,16,17,14,9
37f9cdc038,29877,female,20,14,11,17,9
403447c92c,11754,female,20,12,10,13,17
3511b8b23f,26398,female,24,20,9,15,11
8b27410251,32930,male,24,18,15,14,9
45f4802e1b,61474,female,27,10,13,14,7
4009d599a0,69255,male,19,12,19,12,19
caa18075c6,33195,female,28,14,7,18,9
e84529e822,32167,female,20,8,14,14,12
b830be4157,94947,male,23,19,10,12,13
5e2fdbac60,43970,male,21,17,7,20,12
1eb4625173,58578,male,19,11,19,8,10
a865bac38c,88666,male,24,10,20,20,19
5195ff4d4f,55030,female,27,19,17,19,16
8ce8733796,46602,female,26,18,12,8,8
1df9d3a5eb,18664,male,23,17,10,9,19
8744f90716,45158,female,21,15,13,8,8
6e8849e886,20904,female,28,19,17,17,19
16fab23a00,52862,female,21,16,12,17,10
e4bf1325e5,3586,male,21,13,19,8,13
d43b4ab8d7,90534,male,23,17,16,15,14
471e78e576,28125,female,27,12,16,16,18
073ee3fdbe,63270,female,26,8,17,8,15
ee3704f343,17988,male,26,10,8,12,20
8ee42e921b,46296,male,23,15,14,9,11
0da2e62d0d,61824,female,24,7,10,19,15
4768765810,69015,male,20,18,8,14,8
60edd2bc38,2887,female,20,18,10,13,13
769302b393,84021,female,20,11,16,13,20
8e1893f3a2,51840,female,25,19,9,20,10
04c380ecf6,20676,male,27,7,17,20,17
e9866effe1,26691,male,25,11,10,20,20
3b1dad21a6,49771,male,26,12,8,11,17
622bb23943,84330,female,23,20,8,13,7
66a95890bd,7873,male,25,8,11,20,15
5361b01b5c,90593,female,23,9,12,15,16
8241be19cb,553,male,19,16,15,8,16
e08eea29b7,25170,female,19,11,14,15,11
f4351531d2,6291,male,26,17,9,18,20
8b4b16f456,75540,female,25,20,8,13,13
e191345325,62705,male,26,12,17,15,9
09c5031cc3,7676,male,27,19,7,18,16
740ae5f777,1426,female,26,16,17,11,15
456b52570c,91532,male,27,19,7,12,10
0e4de6e106,90645,male,23,11,8,9,13
be3311f25e,4381,female,24,7,13,13,7
ac0b6c094c,43919,female,19,11,9,16,13
f7617e434e,17413,female,20,20,8,17,15
cecff9f3c1,94176,male,28,20,14,20,10
6c6159dbc8,43753,female,28,7,16,8,11
6d7053bcef,78444,female,22,18,8,10,8
01a9d8e3ff,19627,male,22,8,7,12,19
9204637f8d,32153,male,24,7,18,12,15
9ee5c73e5b,20204,male,24,9,11,10,17
7bf7b85df2,45516,male,24,8,14,20,10
6c1f1105bf,64770,female,25,11,7,10,18
6abc3cc89a,29938,female,27,17,15,20,12
e6d3b7c60c,58545,male,19,8,14,11,20
f10503974e,38216,male,19,10,11,15,19
eef2b27c12,81226,female,27,14,7,7,7
45c7b5a96e,15216,female,26,19,13,13,13
2f21bf16c6,10725,female,20,20,18,8,14
4c66b9af53,62749,female,27,19,13,17,17
e3dd495913,47747,female,25,14,19,10,14
d155865aec,7030,male,27,15,10,7,18
ec66c4e1a3,56309,female,21,14,11,17,12
60f5d8064b,58759,male,20,16,17,17,18
8bfc1646d7,14936,male,24,18,13,18,18
ed1fa46099,63288,female,25,17,15,8,10
75b6a19697,43717,female,24,11,15,20,8
6f83048f5b,99804,female,25,16,9,13,12
0932d82780,76057,female,22,13,11,16,8
4a1ae6005f,86922,female,23,12,7,7,14
cf4a71d716,48403,female,20,18,19,14,17
7374804e00,48048,male,28,14,17,19,14
b5a843b42b,49099,female,25,17,14,10,8
e335af20db,22340,male,25,7,12,13,20
acdd5a64cd,35093,female,21,19,15,7,12
fab8d6c640,53293,female,20,17,8,8,8
bbc77d1963,31322,male,25,8,20,19,8
150c04a948,74668,male,22,14,7,12,19
4f5a3118ed,2924,female,22,13,15,7,16
2358a38f32,15578,female,27,8,20,14,20
42d21c37b7,78978,female,24,17,11,20,19
5c512de20d,23617,female,24,8,7,8,8
458498bc71,16279,male,19,7,14,11,17
83a8493ad0,53190,male,26,11,14,11,12
c44f850d3c,11857,female,23,20,11,11,20
222ed23bbb,30290,male,24,12,10,9,8
36d4392e5b,55650,female,28,8,8,18,13
6a1997504a,75145,female,23,19,16,17,14
769f596796,60053,female,28,16,17,19,10
48b707b0ce,52195,female,27,12,17,8,17
44019d3640,7386,female,26,14,16,15,11
ed078eff41,88551,female,26,12,14,9,10
2688bb8176,84523,male,22,20,8,20,13
d90f65a6a3,58517,male,28,9,15,9,14
2db68b73bc,69096,female,28,19,9,7,10
0d7a1bc28a,72406,male,23,18,14,7,7
6bbdcf8e92,14232,male,22,19,17,19,15
81c3264950,69224,male,23,11,10,15,9
3e5afcd624,31645,male,21,15,20,14,9
4e80060301,13877,female,24,18,13,12,17
9753577b46,37720,female,19,18,20,12,18
d93c6fe31c,86362,male,27,13,11,8,17
c80211d3c8,21982,male,21,17,13,15,17
8fba7d50ed,62816,male,24,17,9,18,16
72f15ef7e7,54287,female,28,11,18,20,7
5e1a1f366e,25838,female,20,8,19,12,17
efda9e7cd4,94683,male,19,10,14,16,16
deeeed3b34,52817,female,25,20,11,8,19
8845278899,29190,female,20,18,14,19,11
71da738d81,62702,female,27,20,11,11,8
68990e58b7,28056,female,27,11,17,16,12
153503cfbf,69477,female,27,18,14,20,16
df12729715,22201,male,21,12,9,17,18
e95007ac1f,1739,female,20,12,19,9,20
f97419d569,79009,male,27,20,18,17,8
6b3f4c7c6c,38817,female,21,20,13,7,16
aa1358d264,11663,female,22,15,8,11,17
7e5f80b7d5,44061,male,22,19,19,8,14
370c28789c,587,female,24,16,10,18,8
6f11e07247,86835,male,25,15,8,20,11
d84d30c469,17297,male,20,12,15,9,18
8d5193c246,98314,female,21,9,9,10,13
dd44afe7f6,65213,female,28,13,17,19,13
6458fc6cb0,13120,male,23,18,20,9,10
a3e7c5399d,20923,male,19,10,14,12,9
8f5e1bca62,62820,male,27,16,17,9,10
ca6d9a8f1f,75323,male,24,9,11,13,10
7253d876d8,30496,male,19,11,11,13,15
086c79f47c,81123,female,19,14,9,12,20
bb5cd2d86c,2260,female,25,8,15,15,11
726705e03b,22601,male,22,7,7,20,14
6fc06f3ef8,47351,male,19,14,18,12,17
a2a597a4c1,75249,female,24,12,9,17,17
a69bcf7180,37091,male,22,16,11,10,17
3cc2b77f1a,36477,male,27,20,13,18,14
2ef13b099b,43228,female,23,14,15,13,15
a5df75c8ef,41260,female,28,18,13,19,20
af722afe25,29210,male,20,11,16,19,16
d7979dfb12,46862,male,20,18,8,10,14
b4a9f2368b,25318,female,19,20,11,16,15
93e41078de,81277,male,22,10,13,20,14
fddbdd81f4,30185,male,25,13,19,7,7
7439e3fd83,44453,female,19,13,16,12,14
8f0b4434e7,3283,female,23,19,18,11,14
7be34828a1,50541,male,21,16,12,11,14
